sample	cancer_type	sample_type	expression
TCGA-A8-A094-01	BRCA	Primary Tumor	6.61
TCGA-A8-A095-01	BRCA	Primary Tumor	5.48
TCGA-A8-A096-01	BRCA	Primary Tumor	6.02
TCGA-A8-A097-01	BRCA	Primary Tumor	6.22
TCGA-A8-A099-01	BRCA	Primary Tumor	5.56
TCGA-A8-A09A-01	BRCA	Primary Tumor	5.55
TCGA-A8-A09B-01	BRCA	Primary Tumor	5.32
TCGA-A8-A09C-01	BRCA	Primary Tumor	5.98
TCGA-A8-A09D-01	BRCA	Primary Tumor	6.24
TCGA-A8-A09E-01	BRCA	Primary Tumor	6.1
TCGA-A8-A09G-01	BRCA	Primary Tumor	5.95
TCGA-A8-A09I-01	BRCA	Primary Tumor	4.91
TCGA-A8-A09K-01	BRCA	Primary Tumor	5.28
TCGA-A8-A09M-01	BRCA	Primary Tumor	5.66
TCGA-A8-A09N-01	BRCA	Primary Tumor	5.55
TCGA-A8-A09Q-01	BRCA	Primary Tumor	5.93
TCGA-A8-A09R-01	BRCA	Primary Tumor	6.08
TCGA-A8-A09T-01	BRCA	Primary Tumor	4.47
TCGA-A8-A09V-01	BRCA	Primary Tumor	5.92
TCGA-A8-A09W-01	BRCA	Primary Tumor	6.17
TCGA-A8-A09X-01	BRCA	Primary Tumor	6.84
TCGA-A8-A09Z-01	BRCA	Primary Tumor	5.11
TCGA-A8-A0A1-01	BRCA	Primary Tumor	5.22
TCGA-A8-A0A2-01	BRCA	Primary Tumor	5.68
TCGA-A8-A0A4-01	BRCA	Primary Tumor	6.49
TCGA-A8-A0A6-01	BRCA	Primary Tumor	5.9
TCGA-A8-A0A7-01	BRCA	Primary Tumor	5.37
TCGA-A8-A0A9-01	BRCA	Primary Tumor	5.78
TCGA-A8-A0AB-01	BRCA	Primary Tumor	5.52
TCGA-A8-A0AD-01	BRCA	Primary Tumor	6.48
TCGA-AA-3488-01	COAD	Primary Tumor	6.8
TCGA-AA-3489-01	COAD	Primary Tumor	6.11
TCGA-AA-3489-11	COAD	Solid Tissue Normal	7.15
TCGA-AA-3492-01	COAD	Primary Tumor	4.9
TCGA-AA-3494-01	COAD	Primary Tumor	5.7
TCGA-AA-3495-01	COAD	Primary Tumor	5.84
TCGA-AA-3496-01	COAD	Primary Tumor	5.46
TCGA-AA-3496-11	COAD	Solid Tissue Normal	7.27
TCGA-AA-3502-01	COAD	Primary Tumor	5.41
TCGA-AA-3506-01	COAD	Primary Tumor	6.05
TCGA-AA-3509-01	COAD	Primary Tumor	6.37
TCGA-AA-3510-01	COAD	Primary Tumor	6.21
TCGA-AA-3511-01	COAD	Primary Tumor	5.93
TCGA-AA-3511-11	COAD	Solid Tissue Normal	6.3
TCGA-AA-3514-01	COAD	Primary Tumor	5.11
TCGA-AA-3514-11	COAD	Solid Tissue Normal	6.32
TCGA-AA-3516-11	COAD	Solid Tissue Normal	6.19
TCGA-AA-3517-01	COAD	Primary Tumor	5.83
TCGA-AA-3517-11	COAD	Solid Tissue Normal	5.75
TCGA-AA-3518-01	COAD	Primary Tumor	5.49
TCGA-AA-3518-11	COAD	Solid Tissue Normal	6.18
TCGA-AA-3519-01	COAD	Primary Tumor	6.04
TCGA-AA-3520-01	COAD	Primary Tumor	6
TCGA-AA-3520-11	COAD	Solid Tissue Normal	5.95
TCGA-AA-3521-01	COAD	Primary Tumor	6.28
TCGA-AA-3522-01	COAD	Primary Tumor	5.54
TCGA-AA-3522-11	COAD	Solid Tissue Normal	5.9
TCGA-AA-3524-01	COAD	Primary Tumor	4.91
TCGA-AA-3525-01	COAD	Primary Tumor	5.75
TCGA-AA-3525-11	COAD	Solid Tissue Normal	5.77
TCGA-AA-3526-01	COAD	Primary Tumor	6.12
TCGA-AA-3527-01	COAD	Primary Tumor	5.26
TCGA-AA-3527-11	COAD	Solid Tissue Normal	6.33
TCGA-AA-3529-01	COAD	Primary Tumor	5.97
TCGA-AA-3530-01	COAD	Primary Tumor	6.41
TCGA-AA-3531-01	COAD	Primary Tumor	6.54
TCGA-AA-3531-11	COAD	Solid Tissue Normal	5.9
TCGA-AA-3532-01	COAD	Primary Tumor	6.19
TCGA-AA-3534-01	COAD	Primary Tumor	5.71
TCGA-AA-3534-11	COAD	Solid Tissue Normal	5.8
TCGA-AA-3538-01	COAD	Primary Tumor	6.04
TCGA-AA-3542-01	COAD	Primary Tumor	6.56
TCGA-AA-3543-01	COAD	Primary Tumor	5.38
TCGA-AA-3544-01	COAD	Primary Tumor	6.97
TCGA-AA-3548-01	COAD	Primary Tumor	6.44
TCGA-AA-3549-01	COAD	Primary Tumor	6.55
TCGA-AA-3552-01	COAD	Primary Tumor	5.98
TCGA-AA-3553-01	COAD	Primary Tumor	5.26
TCGA-AA-3555-01	COAD	Primary Tumor	5.24
TCGA-AA-3560-01	COAD	Primary Tumor	6.5
TCGA-AA-3561-01	COAD	Primary Tumor	5.58
TCGA-AA-3655-01	COAD	Primary Tumor	5.48
TCGA-AA-3655-11	COAD	Solid Tissue Normal	6.3
TCGA-AA-3660-01	COAD	Primary Tumor	6.49
TCGA-AA-3660-11	COAD	Solid Tissue Normal	6.02
TCGA-AA-3662-01	COAD	Primary Tumor	6.03
TCGA-AA-3662-11	COAD	Solid Tissue Normal	6.45
TCGA-AA-3663-01	COAD	Primary Tumor	5.95
TCGA-AA-3663-11	COAD	Solid Tissue Normal	6.66
TCGA-AA-3664-01	COAD	Primary Tumor	5.44
TCGA-AA-3666-01	COAD	Primary Tumor	6.27
TCGA-AA-3667-01	COAD	Primary Tumor	6.05
TCGA-AA-3673-01	COAD	Primary Tumor	6.38
TCGA-AA-3675-01	COAD	Primary Tumor	6.5
TCGA-AA-3678-01	COAD	Primary Tumor	6.09
TCGA-AA-3679-01	COAD	Primary Tumor	5.66
TCGA-AA-3680-01	COAD	Primary Tumor	5.8
TCGA-AA-3681-01	COAD	Primary Tumor	5.46
TCGA-AA-3684-01	COAD	Primary Tumor	6
TCGA-AA-3685-01	COAD	Primary Tumor	6.27
TCGA-AA-3688-01	COAD	Primary Tumor	6.41
TCGA-AA-3692-01	COAD	Primary Tumor	6.33
TCGA-AA-3693-01	COAD	Primary Tumor	5.65
TCGA-AA-3695-01	COAD	Primary Tumor	5
TCGA-AA-3696-01	COAD	Primary Tumor	5.35
TCGA-AA-3697-01	COAD	Primary Tumor	5.9
TCGA-AA-3697-11	COAD	Solid Tissue Normal	6.24
TCGA-AA-3710-01	COAD	Primary Tumor	6.51
TCGA-AA-3712-01	COAD	Primary Tumor	6.18
TCGA-AA-3712-11	COAD	Solid Tissue Normal	6.07
TCGA-AA-3713-01	COAD	Primary Tumor	5.58
TCGA-AA-3713-11	COAD	Solid Tissue Normal	6.46
TCGA-AA-3715-01	COAD	Primary Tumor	6.07
TCGA-AA-3811-01	COAD	Primary Tumor	5.76
TCGA-AA-3812-01	COAD	Primary Tumor	6.47
TCGA-AA-3814-01	COAD	Primary Tumor	6.2
TCGA-AA-3815-01	COAD	Primary Tumor	6.39
TCGA-AA-3818-01	COAD	Primary Tumor	6.35
TCGA-AA-3819-01	COAD	Primary Tumor	5.94
TCGA-AA-3821-01	COAD	Primary Tumor	5.8
TCGA-AA-3831-01	COAD	Primary Tumor	6.09
TCGA-AA-3833-01	COAD	Primary Tumor	5.87
TCGA-AA-3837-01	COAD	Primary Tumor	6.17
TCGA-AA-3841-01	COAD	Primary Tumor	6.43
TCGA-AA-3842-01	COAD	Primary Tumor	5.53
TCGA-AA-3844-01	COAD	Primary Tumor	6.44
TCGA-AA-3845-01	COAD	Primary Tumor	4.53
TCGA-AA-3846-01	COAD	Primary Tumor	5.91
TCGA-AA-3848-01	COAD	Primary Tumor	7.15
TCGA-AA-3850-01	COAD	Primary Tumor	5.99
TCGA-AA-3851-01	COAD	Primary Tumor	5.57
TCGA-AA-3852-01	COAD	Primary Tumor	6.09
TCGA-AA-3854-01	COAD	Primary Tumor	5.38
TCGA-AA-3855-01	COAD	Primary Tumor	5.76
TCGA-AA-3856-01	COAD	Primary Tumor	5.99
TCGA-AA-3858-01	COAD	Primary Tumor	6.4
TCGA-AA-3861-01	COAD	Primary Tumor	5.77
TCGA-AA-3862-01	COAD	Primary Tumor	6.1
TCGA-AA-3864-01	COAD	Primary Tumor	5.27
TCGA-AA-3866-01	COAD	Primary Tumor	5.48
TCGA-AA-3867-01	COAD	Primary Tumor	5.97
TCGA-AA-3869-01	COAD	Primary Tumor	6.01
TCGA-AA-3870-01	COAD	Primary Tumor	6.51
TCGA-AA-3872-01	COAD	Primary Tumor	5.1
TCGA-AA-3875-01	COAD	Primary Tumor	5.57
TCGA-AA-3877-01	COAD	Primary Tumor	5.57
TCGA-AA-3930-01	COAD	Primary Tumor	5.81
TCGA-AA-3939-01	COAD	Primary Tumor	5.89
TCGA-AA-3941-01	COAD	Primary Tumor	5.02
TCGA-AA-3947-01	COAD	Primary Tumor	5.96
TCGA-AA-3949-01	COAD	Primary Tumor	5.62
TCGA-AA-3950-01	COAD	Primary Tumor	5.15
TCGA-AA-3952-01	COAD	Primary Tumor	6.43
TCGA-AA-3955-01	COAD	Primary Tumor	4.29
TCGA-AA-3956-01	COAD	Primary Tumor	5.43
TCGA-AA-3966-01	COAD	Primary Tumor	5.46
TCGA-AA-3968-01	COAD	Primary Tumor	6.1
TCGA-AA-3970-01	COAD	Primary Tumor	5.85
TCGA-AA-3971-01	COAD	Primary Tumor	5.92
TCGA-AA-3973-01	COAD	Primary Tumor	7.07
TCGA-AA-3975-01	COAD	Primary Tumor	6.76
TCGA-AA-3976-01	COAD	Primary Tumor	6.17
TCGA-AA-3977-01	COAD	Primary Tumor	5.58
TCGA-AA-3979-01	COAD	Primary Tumor	5.76
TCGA-AA-3980-01	COAD	Primary Tumor	6.32
TCGA-AA-3982-01	COAD	Primary Tumor	5.96
TCGA-AA-3984-01	COAD	Primary Tumor	5.95
TCGA-AA-3986-01	COAD	Primary Tumor	5.61
TCGA-AA-3989-01	COAD	Primary Tumor	6.44
TCGA-AA-3994-01	COAD	Primary Tumor	6.58
TCGA-AA-A004-01	COAD	Primary Tumor	5.46
TCGA-AA-A00A-01	COAD	Primary Tumor	5.62
TCGA-AA-A00D-01	COAD	Primary Tumor	5.63
TCGA-AA-A00E-01	COAD	Primary Tumor	4.98
TCGA-AA-A00F-01	COAD	Primary Tumor	6.19
TCGA-AA-A00J-01	COAD	Primary Tumor	6.64
TCGA-AA-A00K-01	COAD	Primary Tumor	6.06
TCGA-AA-A00L-01	COAD	Primary Tumor	6.64
TCGA-AA-A00N-01	COAD	Primary Tumor	5.34
TCGA-AA-A00O-01	COAD	Primary Tumor	5.61
TCGA-AA-A00Q-01	COAD	Primary Tumor	6.25
TCGA-AA-A00R-01	COAD	Primary Tumor	6.36
TCGA-AA-A00U-01	COAD	Primary Tumor	6.01
TCGA-AA-A00W-01	COAD	Primary Tumor	5.8
TCGA-AA-A00Z-01	COAD	Primary Tumor	6.9
TCGA-AA-A010-01	COAD	Primary Tumor	5.5
TCGA-AA-A017-01	COAD	Primary Tumor	6.23
TCGA-AA-A01C-01	COAD	Primary Tumor	6.16
TCGA-AA-A01D-01	COAD	Primary Tumor	6.23
TCGA-AA-A01F-01	COAD	Primary Tumor	6.43
TCGA-AA-A01G-01	COAD	Primary Tumor	5.82
TCGA-AA-A01I-01	COAD	Primary Tumor	4.96
TCGA-AA-A01K-01	COAD	Primary Tumor	5.98
TCGA-AA-A01P-01	COAD	Primary Tumor	5.54
TCGA-AA-A01Q-01	COAD	Primary Tumor	5.6
TCGA-AA-A01R-01	COAD	Primary Tumor	5.63
TCGA-AA-A01S-01	COAD	Primary Tumor	6.2
TCGA-AA-A01T-01	COAD	Primary Tumor	5.98
TCGA-AA-A01V-01	COAD	Primary Tumor	6.16
TCGA-AA-A01X-01	COAD	Primary Tumor	5.96
TCGA-AA-A01Z-01	COAD	Primary Tumor	7.02
TCGA-AA-A022-01	COAD	Primary Tumor	6.37
TCGA-AA-A024-01	COAD	Primary Tumor	5.58
TCGA-AA-A029-01	COAD	Primary Tumor	6.06
TCGA-AA-A02E-01	COAD	Primary Tumor	5.86
TCGA-AA-A02F-01	COAD	Primary Tumor	6.65
TCGA-AA-A02H-01	COAD	Primary Tumor	5.58
TCGA-AA-A02J-01	COAD	Primary Tumor	6.38
TCGA-AA-A02K-01	COAD	Primary Tumor	7.18
TCGA-AA-A02O-01	COAD	Primary Tumor	6.05
TCGA-AA-A02R-01	COAD	Primary Tumor	5.97
TCGA-AA-A02W-01	COAD	Primary Tumor	5.87
TCGA-AA-A02Y-01	COAD	Primary Tumor	5.84
TCGA-AA-A03F-01	COAD	Primary Tumor	6.17
TCGA-AA-A03J-01	COAD	Primary Tumor	5.69
TCGA-AC-A23C-01	BRCA	Primary Tumor	5.54
TCGA-AC-A23E-01	BRCA	Primary Tumor	6.35
TCGA-AC-A23G-01	BRCA	Primary Tumor	6.45
TCGA-AC-A23H-01	BRCA	Primary Tumor	5.29
TCGA-AC-A23H-11	BRCA	Solid Tissue Normal	7
TCGA-AC-A2B8-01	BRCA	Primary Tumor	6.01
TCGA-AC-A2BK-01	BRCA	Primary Tumor	5.59
TCGA-AC-A2BM-01	BRCA	Primary Tumor	4.77
TCGA-AC-A2FB-01	BRCA	Primary Tumor	5.83
TCGA-AC-A2FB-11	BRCA	Solid Tissue Normal	6.81
TCGA-AC-A2FE-01	BRCA	Primary Tumor	5.91
TCGA-AC-A2FF-01	BRCA	Primary Tumor	6.14
TCGA-AC-A2FF-11	BRCA	Solid Tissue Normal	6.73
TCGA-AC-A2FG-01	BRCA	Primary Tumor	6.49
TCGA-AC-A2FK-01	BRCA	Primary Tumor	6.41
TCGA-AC-A2FM-01	BRCA	Primary Tumor	6.38
TCGA-AC-A2FM-11	BRCA	Solid Tissue Normal	5.93
TCGA-AC-A2FO-01	BRCA	Primary Tumor	5.92
TCGA-AC-A2QH-01	BRCA	Primary Tumor	6.03
TCGA-AC-A2QI-01	BRCA	Primary Tumor	6.04
TCGA-AC-A2QJ-01	BRCA	Primary Tumor	5.97
TCGA-AC-A3BB-01	BRCA	Primary Tumor	6.37
TCGA-AC-A3EH-01	BRCA	Primary Tumor	6.23
TCGA-AC-A3HN-01	BRCA	Primary Tumor	6.47
TCGA-AC-A3OD-01	BRCA	Primary Tumor	6.03
TCGA-AC-A3QP-01	BRCA	Primary Tumor	6.22
TCGA-AC-A3QQ-01	BRCA	Primary Tumor	6.32
TCGA-AC-A3TM-01	BRCA	Primary Tumor	6.41
TCGA-AC-A3TN-01	BRCA	Primary Tumor	5.74
TCGA-AC-A3W5-01	BRCA	Primary Tumor	5.84
TCGA-AC-A3W6-01	BRCA	Primary Tumor	6.1
TCGA-AC-A3W7-01	BRCA	Primary Tumor	6.54
TCGA-AC-A3YI-01	BRCA	Primary Tumor	6.37
TCGA-AC-A3YJ-01	BRCA	Primary Tumor	6.15
TCGA-AC-A4ZE-01	BRCA	Primary Tumor	6.45
TCGA-AC-A5EH-01	BRCA	Primary Tumor	5.39
TCGA-AC-A5XS-01	BRCA	Primary Tumor	6.31
TCGA-AC-A5XU-01	BRCA	Primary Tumor	6.74
TCGA-AC-A62V-01	BRCA	Primary Tumor	4.65
TCGA-AC-A62X-01	BRCA	Primary Tumor	4.91
TCGA-AC-A62Y-01	BRCA	Primary Tumor	5.79
TCGA-AC-A6IV-01	BRCA	Primary Tumor	6.27
TCGA-AC-A6IW-01	BRCA	Primary Tumor	6.29
TCGA-AC-A6IX-01	BRCA	Primary Tumor	5.64
TCGA-AC-A6NO-01	BRCA	Primary Tumor	6.27
TCGA-AC-A7VB-01	BRCA	Primary Tumor	5.16
TCGA-AC-A7VC-01	BRCA	Primary Tumor	6.79
TCGA-AC-A8OP-01	BRCA	Primary Tumor	5.88
TCGA-AC-A8OQ-01	BRCA	Primary Tumor	5.35
TCGA-AC-A8OR-01	BRCA	Primary Tumor	5.89
TCGA-AC-A8OS-01	BRCA	Primary Tumor	6.08
TCGA-AD-5900-01	COAD	Primary Tumor	5.59
TCGA-AD-6548-01	COAD	Primary Tumor	6.07
TCGA-AD-6888-01	COAD	Primary Tumor	5.49
TCGA-AD-6889-01	COAD	Primary Tumor	5.22
TCGA-AD-6890-01	COAD	Primary Tumor	5.99
TCGA-AD-6895-01	COAD	Primary Tumor	5.35
TCGA-AD-6899-01	COAD	Primary Tumor	6.51
TCGA-AD-6901-01	COAD	Primary Tumor	6.37
TCGA-AD-6963-01	COAD	Primary Tumor	5.77
TCGA-AD-6964-01	COAD	Primary Tumor	5.63
TCGA-AD-6965-01	COAD	Primary Tumor	5.68
TCGA-AD-A5EJ-01	COAD	Primary Tumor	5.77
TCGA-AD-A5EK-01	COAD	Primary Tumor	6.43
TCGA-AJ-A23M-01	UCEC	Primary Tumor	5.42
TCGA-AJ-A23N-01	UCEC	Primary Tumor	6.24
TCGA-AJ-A23O-01	UCEC	Primary Tumor	5.62
TCGA-AJ-A2QK-01	UCEC	Primary Tumor	5.11
TCGA-AJ-A2QL-01	UCEC	Primary Tumor	6.18
TCGA-AJ-A2QL-11	UCEC	Solid Tissue Normal	6.36
TCGA-AJ-A2QM-01	UCEC	Primary Tumor	6.67
TCGA-AJ-A2QN-01	UCEC	Primary Tumor	5.17
TCGA-AJ-A2QO-01	UCEC	Primary Tumor	6.5
TCGA-AJ-A3BD-01	UCEC	Primary Tumor	6.02
TCGA-AJ-A3BF-01	UCEC	Primary Tumor	4.81
TCGA-AJ-A3BG-01	UCEC	Primary Tumor	5.78
TCGA-AJ-A3BH-01	UCEC	Primary Tumor	5.37
TCGA-AJ-A3BI-01	UCEC	Primary Tumor	6.8
TCGA-AJ-A3BK-01	UCEC	Primary Tumor	6.39
TCGA-AJ-A3EJ-01	UCEC	Primary Tumor	5.37
TCGA-AJ-A3EK-01	UCEC	Primary Tumor	4.83
TCGA-AJ-A3EL-01	UCEC	Primary Tumor	6.43
TCGA-AJ-A3EM-01	UCEC	Primary Tumor	5.82
TCGA-AJ-A3I9-01	UCEC	Primary Tumor	4.73
TCGA-AJ-A3IA-01	UCEC	Primary Tumor	5.29
TCGA-AJ-A3NC-01	UCEC	Primary Tumor	5.95
TCGA-AJ-A3NC-11	UCEC	Solid Tissue Normal	6.58
TCGA-AJ-A3NE-01	UCEC	Primary Tumor	5.39
TCGA-AJ-A3NE-11	UCEC	Solid Tissue Normal	6.54
TCGA-AJ-A3NF-01	UCEC	Primary Tumor	6.05
TCGA-AJ-A3NG-01	UCEC	Primary Tumor	5.23
TCGA-AJ-A3NH-01	UCEC	Primary Tumor	4.36
TCGA-AJ-A3NH-11	UCEC	Solid Tissue Normal	6.33
TCGA-AJ-A3OJ-01	UCEC	Primary Tumor	5.53
TCGA-AJ-A3OK-01	UCEC	Primary Tumor	5.69
TCGA-AJ-A3OL-01	UCEC	Primary Tumor	5.24
TCGA-AJ-A3QS-01	UCEC	Primary Tumor	5.82
TCGA-AJ-A3TW-01	UCEC	Primary Tumor	5.36
TCGA-AJ-A5DV-01	UCEC	Primary Tumor	6.13
TCGA-AJ-A5DW-01	UCEC	Primary Tumor	5.81
TCGA-AJ-A6NU-01	UCEC	Primary Tumor	5.69
TCGA-AJ-A8CT-01	UCEC	Primary Tumor	6.48
TCGA-AJ-A8CV-01	UCEC	Primary Tumor	6.27
TCGA-AJ-A8CW-01	UCEC	Primary Tumor	6.02
TCGA-AK-3425-01	KIRC	Primary Tumor	5.23
TCGA-AK-3426-01	KIRC	Primary Tumor	4.67
TCGA-AK-3427-01	KIRC	Primary Tumor	6.45
TCGA-AK-3428-01	KIRC	Primary Tumor	5.54
TCGA-AK-3429-01	KIRC	Primary Tumor	6.4
TCGA-AK-3431-01	KIRC	Primary Tumor	5.69
TCGA-AK-3433-01	KIRC	Primary Tumor	6.11
TCGA-AK-3434-01	KIRC	Primary Tumor	6.03
TCGA-AK-3436-01	KIRC	Primary Tumor	5.59
TCGA-AK-3440-01	KIRC	Primary Tumor	5.31
TCGA-AK-3443-01	KIRC	Primary Tumor	5.11
TCGA-AK-3444-01	KIRC	Primary Tumor	5.91
TCGA-AK-3445-01	KIRC	Primary Tumor	5.37
TCGA-AK-3447-01	KIRC	Primary Tumor	4.34
TCGA-AK-3450-01	KIRC	Primary Tumor	6.32
TCGA-AK-3451-01	KIRC	Primary Tumor	6.2
TCGA-AK-3453-01	KIRC	Primary Tumor	6.11
TCGA-AK-3454-01	KIRC	Primary Tumor	6.12
TCGA-AK-3455-01	KIRC	Primary Tumor	5.37
TCGA-AK-3456-01	KIRC	Primary Tumor	5.8
TCGA-AK-3458-01	KIRC	Primary Tumor	5.62
TCGA-AK-3460-01	KIRC	Primary Tumor	5.92
TCGA-AK-3461-01	KIRC	Primary Tumor	6.86
TCGA-AK-3465-01	KIRC	Primary Tumor	5.73
TCGA-AL-3466-01	KIRP	Primary Tumor	4.5
TCGA-AL-3467-01	KIRP	Primary Tumor	7.05
TCGA-AL-3468-01	KIRP	Primary Tumor	5.79
TCGA-AL-3471-01	KIRP	Primary Tumor	5.66
TCGA-AL-3472-01	KIRP	Primary Tumor	5.4
TCGA-AL-3473-01	KIRP	Primary Tumor	6.02
TCGA-AL-7173-01	KIRP	Primary Tumor	5.2
TCGA-AL-A5DJ-01	KIRP	Primary Tumor	4.87
TCGA-AM-5820-01	COAD	Primary Tumor	6.8
TCGA-AM-5821-01	COAD	Primary Tumor	5.1
TCGA-AN-A03X-01	BRCA	Primary Tumor	3.31
TCGA-AN-A03Y-01	BRCA	Primary Tumor	5.54
TCGA-AN-A041-01	BRCA	Primary Tumor	5.14
TCGA-AN-A046-01	BRCA	Primary Tumor	5.98
TCGA-AN-A049-01	BRCA	Primary Tumor	5.98
TCGA-AN-A04A-01	BRCA	Primary Tumor	6.08
TCGA-AN-A04C-01	BRCA	Primary Tumor	5.41
TCGA-AN-A04D-01	BRCA	Primary Tumor	4.8
TCGA-AN-A0AJ-01	BRCA	Primary Tumor	5.78
TCGA-AN-A0AK-01	BRCA	Primary Tumor	5.02
TCGA-AN-A0AL-01	BRCA	Primary Tumor	5.34
TCGA-AN-A0AM-01	BRCA	Primary Tumor	5
TCGA-AN-A0AR-01	BRCA	Primary Tumor	6.86
TCGA-AN-A0AS-01	BRCA	Primary Tumor	6.17
TCGA-AN-A0AT-01	BRCA	Primary Tumor	5.49
TCGA-AN-A0FD-01	BRCA	Primary Tumor	5.48
TCGA-AN-A0FF-01	BRCA	Primary Tumor	5.25
TCGA-AN-A0FJ-01	BRCA	Primary Tumor	4.78
TCGA-AN-A0FK-01	BRCA	Primary Tumor	6.15
TCGA-AN-A0FL-01	BRCA	Primary Tumor	5.73
TCGA-AN-A0FN-01	BRCA	Primary Tumor	5.87
TCGA-AN-A0FS-01	BRCA	Primary Tumor	6.44
TCGA-AN-A0FT-01	BRCA	Primary Tumor	5.26
TCGA-AN-A0FV-01	BRCA	Primary Tumor	6.44
TCGA-AN-A0FW-01	BRCA	Primary Tumor	5.58
TCGA-AN-A0FX-01	BRCA	Primary Tumor	6.6
TCGA-AN-A0FY-01	BRCA	Primary Tumor	5.4
TCGA-AN-A0FZ-01	BRCA	Primary Tumor	5.28
TCGA-AN-A0G0-01	BRCA	Primary Tumor	4.49
TCGA-AN-A0XL-01	BRCA	Primary Tumor	6.03
TCGA-AN-A0XN-01	BRCA	Primary Tumor	5.49
TCGA-AN-A0XO-01	BRCA	Primary Tumor	5.94
TCGA-AN-A0XP-01	BRCA	Primary Tumor	5.93
TCGA-AN-A0XR-01	BRCA	Primary Tumor	6.33
TCGA-AN-A0XS-01	BRCA	Primary Tumor	5.57
TCGA-AN-A0XT-01	BRCA	Primary Tumor	5.85
TCGA-AN-A0XU-01	BRCA	Primary Tumor	5.34
TCGA-AN-A0XV-01	BRCA	Primary Tumor	5.96
TCGA-AN-A0XW-01	BRCA	Primary Tumor	5.68
TCGA-AO-A03L-01	BRCA	Primary Tumor	5.93
TCGA-AO-A03M-01	BRCA	Primary Tumor	6.08
TCGA-AO-A03N-01	BRCA	Primary Tumor	5.41
TCGA-AO-A03O-01	BRCA	Primary Tumor	4.74
TCGA-AO-A03P-01	BRCA	Primary Tumor	5.64
TCGA-AO-A03R-01	BRCA	Primary Tumor	5.58
TCGA-AO-A03T-01	BRCA	Primary Tumor	5.78
TCGA-AO-A03U-01	BRCA	Primary Tumor	6.31
TCGA-AO-A03V-01	BRCA	Primary Tumor	5.92
TCGA-AO-A0J2-01	BRCA	Primary Tumor	5.59
TCGA-AO-A0J3-01	BRCA	Primary Tumor	6.12
TCGA-AO-A0J4-01	BRCA	Primary Tumor	4.97
TCGA-AO-A0J5-01	BRCA	Primary Tumor	5.92
TCGA-AO-A0J6-01	BRCA	Primary Tumor	5.71
TCGA-AO-A0J7-01	BRCA	Primary Tumor	6.91
TCGA-AO-A0J8-01	BRCA	Primary Tumor	6.12
TCGA-AO-A0J9-01	BRCA	Primary Tumor	5.4
TCGA-AO-A0JA-01	BRCA	Primary Tumor	5.62
TCGA-AO-A0JB-01	BRCA	Primary Tumor	5.73
TCGA-AO-A0JC-01	BRCA	Primary Tumor	5.5
TCGA-AO-A0JD-01	BRCA	Primary Tumor	5.46
TCGA-AO-A0JE-01	BRCA	Primary Tumor	6.04
TCGA-AO-A0JF-01	BRCA	Primary Tumor	5.66
TCGA-AO-A0JG-01	BRCA	Primary Tumor	6.15
TCGA-AO-A0JI-01	BRCA	Primary Tumor	6.5
TCGA-AO-A0JJ-01	BRCA	Primary Tumor	5.96
TCGA-AO-A0JL-01	BRCA	Primary Tumor	5.45
TCGA-AO-A0JM-01	BRCA	Primary Tumor	5.39
TCGA-AO-A124-01	BRCA	Primary Tumor	5.28
TCGA-AO-A125-01	BRCA	Primary Tumor	5.91
TCGA-AO-A126-01	BRCA	Primary Tumor	5.54
TCGA-AO-A128-01	BRCA	Primary Tumor	6.47
TCGA-AO-A129-01	BRCA	Primary Tumor	4.98
TCGA-AO-A12A-01	BRCA	Primary Tumor	6.36
TCGA-AO-A12B-01	BRCA	Primary Tumor	4.65
TCGA-AO-A12C-01	BRCA	Primary Tumor	6.26
TCGA-AO-A12D-01	BRCA	Primary Tumor	5.3
TCGA-AO-A12E-01	BRCA	Primary Tumor	6.25
TCGA-AO-A12F-01	BRCA	Primary Tumor	5.19
TCGA-AO-A12G-01	BRCA	Primary Tumor	6.08
TCGA-AO-A12H-01	BRCA	Primary Tumor	6.1
TCGA-AO-A1KO-01	BRCA	Primary Tumor	7.09
TCGA-AO-A1KP-01	BRCA	Primary Tumor	5.43
TCGA-AO-A1KQ-01	BRCA	Primary Tumor	5.37
TCGA-AO-A1KR-01	BRCA	Primary Tumor	3.7
TCGA-AO-A1KS-01	BRCA	Primary Tumor	6.29
TCGA-AO-A1KT-01	BRCA	Primary Tumor	6.53
TCGA-AP-A051-01	UCEC	Primary Tumor	6.45
TCGA-AP-A052-01	UCEC	Primary Tumor	5.07
TCGA-AP-A054-01	UCEC	Primary Tumor	5.68
TCGA-AP-A056-01	UCEC	Primary Tumor	6.15
TCGA-AP-A059-01	UCEC	Primary Tumor	6.15
TCGA-AP-A05A-01	UCEC	Primary Tumor	5.4
TCGA-AP-A05D-01	UCEC	Primary Tumor	4.58
TCGA-AP-A05H-01	UCEC	Primary Tumor	5.73
TCGA-AP-A05J-01	UCEC	Primary Tumor	6.21
TCGA-AP-A05N-01	UCEC	Primary Tumor	5.46
TCGA-AP-A05O-01	UCEC	Primary Tumor	6.48
TCGA-AP-A05P-01	UCEC	Primary Tumor	5.47
TCGA-AP-A0L8-01	UCEC	Primary Tumor	4.46
TCGA-AP-A0L9-01	UCEC	Primary Tumor	5.22
TCGA-AP-A0LD-01	UCEC	Primary Tumor	3.82
